Year,State,Urban_Rural,Road_Type,Weather,Vehicle_Type,Accident_Count,Fatalities,Injuries,Severity_Index
2017,Maharashtra,Rural,NH,Fog,Car,23304,1929,11710,6.35
2018,Telangana,Rural,SH,Rainy,Truck,19735,1909,15205,7.93
2021,Assam,Rural,City,Clear,Bus,2547,204,1435,7.99
2021,Assam,Urban,NH,Clear,Truck,3163,180,2070,7.42
2023,West Bengal,Urban,City,Rainy,Two-Wheeler,13709,1402,5826,5.06
2020,West Bengal,Rural,Rural,Clear,Bus,4799,474,2644,6.52
2021,Bihar,Urban,Rural,Fog,Bus,6992,570,5219,8.53
2013,Telangana,Rural,NH,Clear,Bus,4014,502,2013,9.38
2018,Madhya Pradesh,Rural,SH,Rainy,Truck,8727,1006,4277,5.17
2013,Tamil Nadu,Urban,Rural,Fog,Car,10787,546,6793,8.93
2010,Kerala,Urban,NH,Rainy,Two-Wheeler,17505,1514,7934,8.81
2020,Goa,Rural,SH,Clear,Truck,10915,1077,8280,8.73
2014,West Bengal,Rural,Rural,Fog,Car,3091,183,1622,8.23
2015,Andhra Pradesh,Rural,SH,Fog,Two-Wheeler,15478,2042,10376,5.51
2011,Haryana,Rural,NH,Rainy,Two-Wheeler,9742,1003,4960,8.2
2011,Andhra Pradesh,Urban,Rural,Rainy,Car,22133,2344,13739,6.78
2010,Kerala,Urban,NH,Fog,Truck,4966,578,2599,6.52
2018,Maharashtra,Rural,SH,Fog,Two-Wheeler,685,64,546,9.04
2021,Tamil Nadu,Rural,NH,Rainy,Bus,11493,775,5900,8.67
2023,Goa,Urban,City,Rainy,Bus,1683,201,1151,7.19
2024,Tamil Nadu,Urban,NH,Clear,Bus,2626,378,1375,5.0
2010,Maharashtra,Rural,SH,Rainy,Car,10027,893,4601,5.63
2020,Bihar,Urban,City,Fog,Two-Wheeler,24986,3460,13376,8.37
2022,Karnataka,Rural,NH,Clear,Truck,5618,717,3839,8.52
2016,West Bengal,Urban,SH,Fog,Truck,3412,311,1858,8.82
2023,Chhattisgarh,Rural,Rural,Clear,Bus,11749,898,5981,5.67
2018,Kerala,Urban,NH,Fog,Bus,10970,1159,6087,9.27
2023,Delhi,Rural,SH,Clear,Car,1029,113,702,7.56
2022,West Bengal,Urban,SH,Rainy,Bus,20331,2198,15231,5.65
2019,Uttar Pradesh,Urban,Rural,Fog,Two-Wheeler,23304,1279,17429,9.09
2014,Uttar Pradesh,Urban,SH,Clear,Two-Wheeler,1111,137,734,9.46
2017,Andhra Pradesh,Urban,City,Fog,Truck,2467,223,1366,9.02
2023,Andhra Pradesh,Urban,NH,Clear,Two-Wheeler,10918,1636,7510,7.66
2021,Rajasthan,Urban,SH,Rainy,Car,1247,158,923,6.88
2012,Assam,Rural,SH,Rainy,Truck,14264,1607,9060,6.67
2018,Kerala,Urban,City,Fog,Car,18036,2208,13589,6.59
2014,Assam,Rural,NH,Clear,Truck,12597,682,8444,6.06
2020,Arunachal Pradesh,Urban,City,Clear,Two-Wheeler,13193,1775,5894,7.97
2012,Madhya Pradesh,Rural,City,Rainy,Truck,9973,950,6543,6.25
2017,Arunachal Pradesh,Urban,SH,Rainy,Two-Wheeler,17751,2537,13948,5.44
2024,Uttar Pradesh,Rural,City,Clear,Truck,17755,2585,13601,5.08
2018,West Bengal,Rural,SH,Clear,Car,10705,592,7170,7.27
2020,Kerala,Urban,SH,Clear,Truck,11684,1666,6695,5.3
2017,Gujarat,Urban,NH,Clear,Car,1271,136,625,9.26
2018,Maharashtra,Urban,City,Fog,Bus,13304,1142,6565,6.99
2011,Punjab,Urban,Rural,Fog,Two-Wheeler,20286,1392,10002,7.25
2021,Tamil Nadu,Urban,SH,Rainy,Bus,23769,1864,16427,7.7
2018,Maharashtra,Urban,NH,Fog,Truck,10791,964,4774,5.21
2014,Uttar Pradesh,Rural,City,Fog,Car,11577,1051,6794,6.36
2022,Delhi,Rural,Rural,Fog,Car,12954,1684,5829,6.69
2018,Punjab,Rural,NH,Fog,Two-Wheeler,20822,2153,15596,8.71
2013,Goa,Rural,NH,Fog,Truck,10242,583,7943,9.12
2010,Tamil Nadu,Urban,Rural,Clear,Truck,13934,1120,5652,6.03
2014,Haryana,Rural,NH,Clear,Two-Wheeler,22015,2756,12944,9.47
2015,Andhra Pradesh,Rural,Rural,Clear,Truck,12508,1046,8477,8.89
2015,Andhra Pradesh,Rural,Rural,Clear,Car,20808,1234,9814,6.24
2022,Chhattisgarh,Urban,NH,Fog,Car,16908,882,11195,8.74
2018,Kerala,Rural,City,Clear,Car,17981,2612,10668,6.41
2019,Jharkhand,Rural,NH,Clear,Bus,12236,992,7231,8.69
2016,Jharkhand,Rural,NH,Fog,Bus,24491,3412,12522,5.8
2023,Kerala,Rural,Rural,Clear,Two-Wheeler,20266,2843,15023,9.17
2017,Madhya Pradesh,Rural,Rural,Clear,Car,23014,3083,15298,6.29
2021,Odisha,Urban,NH,Rainy,Car,24643,3211,9865,6.71
2012,Odisha,Urban,City,Clear,Car,13294,1609,6482,8.19
2016,Uttarakhand,Rural,SH,Clear,Truck,14094,1802,8042,7.76
2011,Tamil Nadu,Urban,City,Clear,Truck,21745,1387,12814,6.28
2017,Madhya Pradesh,Rural,City,Rainy,Bus,3040,358,1936,6.8
2019,Madhya Pradesh,Rural,City,Fog,Car,7467,555,3854,5.14
2015,Uttarakhand,Rural,NH,Rainy,Two-Wheeler,17274,1416,12076,7.79
2012,Delhi,Urban,Rural,Rainy,Car,23601,3414,17358,6.97
2024,Telangana,Rural,NH,Fog,Truck,11650,1015,7311,8.44
2018,Uttar Pradesh,Rural,SH,Fog,Truck,17437,1119,9617,6.12
2010,Goa,Rural,City,Fog,Bus,23496,3063,13349,5.3
2017,Karnataka,Urban,City,Clear,Bus,6143,913,3848,7.79
2018,Maharashtra,Rural,Rural,Rainy,Bus,6520,910,2821,7.26
2021,Bihar,Rural,NH,Fog,Truck,11877,1081,5664,8.18
2014,Delhi,Urban,SH,Clear,Car,17295,1168,7630,7.82
2010,Himachal Pradesh,Rural,NH,Fog,Two-Wheeler,15891,2029,10267,5.94
2021,Chhattisgarh,Rural,City,Rainy,Car,17764,1207,14149,9.06
2014,Maharashtra,Rural,NH,Fog,Two-Wheeler,23514,3338,13764,8.56
2022,Telangana,Rural,City,Fog,Truck,14969,1249,6236,7.86
2013,Goa,Urban,NH,Rainy,Truck,19343,1705,10138,5.12
2016,Assam,Rural,SH,Clear,Truck,22543,1152,13504,7.36
2018,Assam,Rural,Rural,Fog,Truck,11137,1343,6939,5.74
2016,Arunachal Pradesh,Urban,City,Clear,Bus,15510,1959,6622,8.78
2022,Himachal Pradesh,Urban,City,Fog,Two-Wheeler,23935,2819,17814,6.17
2010,Bihar,Rural,NH,Rainy,Two-Wheeler,16345,1897,12599,7.78
2011,Assam,Rural,NH,Clear,Two-Wheeler,23249,2569,14433,9.21
2020,Arunachal Pradesh,Urban,City,Clear,Two-Wheeler,7003,367,3870,7.82
2024,Punjab,Urban,NH,Fog,Truck,12884,684,8528,8.35
2019,West Bengal,Urban,SH,Rainy,Bus,10300,868,7713,6.6
2014,Telangana,Urban,Rural,Clear,Car,7549,388,3795,5.62
2018,Gujarat,Urban,Rural,Fog,Bus,15283,2036,7037,8.1
2024,Delhi,Rural,City,Fog,Two-Wheeler,6241,826,3974,6.54
2024,Telangana,Rural,NH,Clear,Bus,18416,1917,10480,6.22
2014,Uttarakhand,Urban,Rural,Rainy,Car,11875,739,9255,8.87
2017,Tamil Nadu,Rural,NH,Clear,Bus,10845,1212,8495,8.9
2017,Karnataka,Urban,Rural,Rainy,Two-Wheeler,11545,1086,7490,8.15
2013,Haryana,Rural,SH,Rainy,Car,8078,777,3466,5.0
2013,Uttar Pradesh,Rural,NH,Clear,Car,16745,885,10454,7.84
2012,Gujarat,Urban,Rural,Fog,Car,5844,726,2759,8.92
2016,Kerala,Urban,City,Rainy,Truck,21202,2164,16350,9.36
2019,Delhi,Urban,NH,Rainy,Truck,12214,1692,7745,8.3
2024,Maharashtra,Urban,NH,Rainy,Two-Wheeler,16877,2304,10082,7.92
2015,Telangana,Rural,Rural,Fog,Two-Wheeler,2511,234,1173,5.07
2014,Chhattisgarh,Urban,Rural,Fog,Truck,3737,299,2730,9.41
2016,Goa,Rural,City,Clear,Two-Wheeler,13952,707,10355,9.33
2010,Tamil Nadu,Rural,SH,Fog,Car,20919,1215,10619,6.75
2012,Tamil Nadu,Urban,SH,Clear,Truck,18477,2235,8190,9.33
2017,Punjab,Rural,NH,Clear,Car,18503,1578,11564,9.31
2016,Karnataka,Rural,City,Fog,Car,3093,199,1557,6.65
2014,Delhi,Urban,Rural,Fog,Two-Wheeler,11411,1591,8089,8.88
2011,Andhra Pradesh,Urban,NH,Rainy,Truck,5352,384,4246,6.63
2022,Goa,Rural,City,Fog,Truck,24154,1942,17846,7.44
2019,Karnataka,Urban,Rural,Clear,Car,12361,1312,5849,6.07
2010,Maharashtra,Rural,SH,Fog,Car,11143,1176,8210,8.68
2014,Himachal Pradesh,Rural,NH,Clear,Truck,19042,1605,11429,5.39
2019,Gujarat,Rural,City,Rainy,Bus,23272,2675,15432,6.3
2017,Delhi,Urban,SH,Clear,Two-Wheeler,10035,1233,4078,6.49
2012,Uttar Pradesh,Urban,SH,Clear,Car,10110,1343,7742,7.68
2022,Kerala,Rural,Rural,Fog,Two-Wheeler,24193,2362,12346,5.57
2010,West Bengal,Urban,SH,Fog,Truck,21746,2867,12704,7.46
2011,Uttarakhand,Urban,NH,Fog,Two-Wheeler,8935,482,6497,7.93
2016,Punjab,Rural,NH,Fog,Two-Wheeler,17401,1974,7489,8.17
2023,Bihar,Rural,Rural,Clear,Car,8461,895,5656,8.57
2016,Arunachal Pradesh,Rural,SH,Fog,Two-Wheeler,10223,1166,4639,5.52
2010,Assam,Urban,NH,Rainy,Car,3528,405,1608,5.42
2020,West Bengal,Rural,NH,Clear,Two-Wheeler,18849,1087,13660,5.23
2016,Gujarat,Urban,NH,Fog,Truck,22507,2687,15946,8.5
2019,Telangana,Rural,SH,Rainy,Bus,4033,365,2692,6.0
2011,Madhya Pradesh,Urban,NH,Clear,Car,12158,1285,9602,7.73
2024,Andhra Pradesh,Urban,SH,Clear,Bus,5239,305,4149,9.07
2014,Andhra Pradesh,Rural,SH,Rainy,Two-Wheeler,11088,1427,7385,6.59
2013,Jharkhand,Urban,Rural,Rainy,Bus,16368,1645,12598,8.09
2020,Goa,Urban,NH,Fog,Two-Wheeler,4808,604,3255,8.08
2022,Delhi,Rural,Rural,Fog,Car,23010,1321,14229,6.76
2023,Rajasthan,Urban,Rural,Fog,Car,15002,2019,9582,7.76
2012,Arunachal Pradesh,Rural,City,Rainy,Truck,18119,1683,12053,5.81
2019,Gujarat,Rural,City,Rainy,Car,14862,2052,8521,6.13
2020,Haryana,Rural,NH,Rainy,Bus,23936,1934,12529,6.26
2024,Telangana,Urban,NH,Clear,Two-Wheeler,12032,848,7751,9.26
2015,Goa,Rural,NH,Clear,Bus,21348,2594,15246,8.24
2014,Goa,Rural,SH,Clear,Two-Wheeler,12236,1617,5109,8.45
2016,Maharashtra,Rural,City,Clear,Two-Wheeler,13032,669,7833,8.78
2016,Madhya Pradesh,Urban,SH,Fog,Truck,1808,269,1207,7.41
2017,Kerala,Rural,SH,Clear,Two-Wheeler,10028,609,4159,6.07
2014,Haryana,Rural,NH,Clear,Two-Wheeler,16703,2000,9813,7.56
2014,Bihar,Urban,Rural,Clear,Car,22939,1316,10600,8.27
2011,Madhya Pradesh,Rural,City,Rainy,Truck,12186,1618,8845,8.08
2022,Uttarakhand,Rural,NH,Fog,Car,9705,1377,6712,6.35
2021,Uttarakhand,Rural,Rural,Rainy,Car,10947,1517,4922,9.44
2019,Kerala,Rural,NH,Rainy,Car,11553,1693,6360,8.15
2014,Tamil Nadu,Urban,Rural,Rainy,Two-Wheeler,6248,467,2528,7.35
2015,West Bengal,Urban,City,Clear,Two-Wheeler,13486,945,5889,7.8
2018,Madhya Pradesh,Urban,City,Fog,Bus,17512,2460,10748,8.26
2013,West Bengal,Rural,SH,Clear,Car,12438,1198,9706,5.72
2021,Jharkhand,Urban,City,Rainy,Car,974,103,426,7.51
2024,Kerala,Urban,City,Clear,Bus,7253,401,3381,9.28
2019,Bihar,Urban,City,Fog,Bus,16855,1172,12062,6.09
2017,Goa,Rural,SH,Fog,Car,14699,1259,7446,6.71
2023,Karnataka,Rural,City,Rainy,Bus,17095,1188,10765,8.85
2010,Assam,Urban,City,Clear,Two-Wheeler,2348,262,1407,5.58
2024,Goa,Rural,Rural,Rainy,Truck,18709,2309,11599,7.24
2022,Jharkhand,Urban,City,Rainy,Truck,11400,1663,7328,5.1
2017,Delhi,Rural,NH,Fog,Bus,14177,1455,10633,7.8
2013,Uttar Pradesh,Rural,SH,Rainy,Car,11429,1368,8978,9.36
2024,Karnataka,Urban,Rural,Rainy,Truck,21583,1495,11555,9.28
2016,Bihar,Rural,SH,Clear,Truck,9261,819,4052,7.93
2016,Rajasthan,Rural,City,Fog,Truck,21760,1801,11820,5.64
2014,Rajasthan,Rural,NH,Rainy,Car,3470,359,2588,5.22
2024,Gujarat,Urban,SH,Clear,Bus,11715,1504,5531,6.11
2024,Goa,Urban,City,Rainy,Car,4334,431,2191,5.36
2011,Maharashtra,Rural,NH,Rainy,Truck,19329,1969,13505,7.63
2017,Chhattisgarh,Urban,City,Clear,Bus,2152,145,871,9.37
2013,Uttar Pradesh,Rural,Rural,Clear,Two-Wheeler,23820,2211,15254,6.9
2012,Karnataka,Urban,Rural,Fog,Car,1068,75,798,5.07
2016,Delhi,Rural,NH,Fog,Bus,11801,1502,7873,6.87
2024,Arunachal Pradesh,Urban,Rural,Clear,Bus,18104,1814,12440,6.88
2012,Chhattisgarh,Urban,City,Rainy,Two-Wheeler,14419,1939,6160,6.67
2012,West Bengal,Urban,NH,Rainy,Bus,18718,1183,11173,6.02
2019,West Bengal,Rural,City,Fog,Bus,17540,1405,7252,9.44
2016,Arunachal Pradesh,Rural,SH,Clear,Truck,2502,316,1104,7.84
2012,Kerala,Rural,City,Rainy,Two-Wheeler,19583,2081,14348,7.93
2020,Punjab,Urban,NH,Fog,Two-Wheeler,17027,989,10558,5.23
2021,Arunachal Pradesh,Urban,City,Rainy,Car,8941,965,4550,5.16
2010,Odisha,Rural,Rural,Clear,Truck,21302,1842,15817,7.46
2015,Uttarakhand,Urban,City,Fog,Truck,8522,634,5826,6.12
2016,Maharashtra,Rural,NH,Clear,Bus,7872,1120,4774,7.21
2011,Kerala,Urban,Rural,Fog,Two-Wheeler,21870,2820,10430,5.53
2012,Andhra Pradesh,Rural,SH,Fog,Car,849,71,588,5.65
2020,West Bengal,Rural,SH,Clear,Two-Wheeler,796,84,344,7.56
2024,Bihar,Urban,Rural,Clear,Truck,23136,3365,18099,8.57
2017,Punjab,Urban,SH,Clear,Car,12971,1052,8494,5.87
2011,Arunachal Pradesh,Rural,SH,Fog,Car,21234,1964,12953,7.96
2015,Haryana,Rural,Rural,Fog,Car,15538,1058,7731,8.48
2023,West Bengal,Rural,Rural,Rainy,Two-Wheeler,16820,968,9532,5.01
2024,Assam,Rural,NH,Fog,Truck,1468,107,745,6.15
2022,Haryana,Rural,City,Clear,Truck,18525,2394,10796,7.48
2019,Andhra Pradesh,Rural,SH,Clear,Two-Wheeler,6707,355,4203,7.39
2010,Chhattisgarh,Urban,City,Clear,Car,4854,521,2410,8.11
2012,Odisha,Urban,SH,Clear,Car,12251,1203,6600,8.22
2017,Uttar Pradesh,Rural,Rural,Rainy,Bus,19676,2737,10369,7.14
2010,Rajasthan,Urban,City,Fog,Bus,13031,819,9191,5.25
2014,Chhattisgarh,Urban,Rural,Fog,Two-Wheeler,9363,938,6001,8.25
2015,Gujarat,Urban,SH,Rainy,Two-Wheeler,15822,1507,11815,6.92
2012,Himachal Pradesh,Urban,NH,Rainy,Bus,24717,1873,19734,7.87
2012,Bihar,Rural,Rural,Clear,Two-Wheeler,14389,1587,6813,5.37
2022,Delhi,Rural,NH,Rainy,Car,20353,1477,8330,7.76
2023,Bihar,Rural,SH,Rainy,Two-Wheeler,23141,2393,10083,8.95
2017,Bihar,Rural,Rural,Fog,Two-Wheeler,16144,1250,10173,5.35
2020,Himachal Pradesh,Urban,City,Clear,Bus,2273,254,935,6.78
2015,Tamil Nadu,Urban,NH,Clear,Truck,1822,246,1035,8.29
2013,Gujarat,Rural,SH,Clear,Truck,1900,209,1035,9.0
2015,Jharkhand,Rural,Rural,Clear,Bus,21271,1381,11085,5.59
2018,Maharashtra,Urban,NH,Fog,Two-Wheeler,5922,853,3411,5.06
2024,Gujarat,Urban,Rural,Rainy,Truck,3812,274,2742,7.71
2013,Assam,Rural,City,Fog,Car,23437,2043,12975,8.63
2022,Gujarat,Urban,SH,Fog,Two-Wheeler,11292,947,6189,5.35
2015,Jharkhand,Rural,City,Clear,Two-Wheeler,9308,1219,3882,7.04
2020,Uttar Pradesh,Rural,Rural,Rainy,Bus,11555,1044,5559,5.8
2019,Goa,Rural,City,Clear,Truck,5101,433,3110,7.68
2016,Assam,Urban,Rural,Rainy,Truck,10923,1065,8445,6.14
2022,Goa,Urban,Rural,Rainy,Two-Wheeler,5392,799,2289,8.27
2013,Telangana,Rural,City,Rainy,Truck,23252,2048,13842,6.96
2019,Assam,Urban,SH,Clear,Bus,679,58,398,7.36
2017,West Bengal,Rural,NH,Fog,Truck,23214,1457,11796,8.92
2014,Assam,Rural,Rural,Clear,Truck,3345,304,2120,5.66
2024,Madhya Pradesh,Urban,Rural,Clear,Two-Wheeler,17669,1850,11647,8.14
2015,Rajasthan,Urban,City,Fog,Truck,6807,957,4217,8.3
2012,Rajasthan,Urban,NH,Rainy,Car,15112,1578,10448,5.61
2016,Rajasthan,Rural,NH,Fog,Car,9339,1392,4442,5.08
2016,Himachal Pradesh,Rural,SH,Fog,Truck,1080,68,442,7.91
2023,Karnataka,Urban,SH,Fog,Truck,15332,1896,10831,7.49
2024,Kerala,Rural,NH,Clear,Two-Wheeler,23446,2798,9977,6.35
2016,Andhra Pradesh,Urban,City,Clear,Bus,6796,518,2915,5.91
2014,Jharkhand,Urban,NH,Clear,Two-Wheeler,5746,666,2767,5.15
2023,Chhattisgarh,Rural,Rural,Clear,Two-Wheeler,22102,3074,13399,8.78
2013,Himachal Pradesh,Rural,SH,Fog,Two-Wheeler,4783,406,1969,6.22
2015,Andhra Pradesh,Rural,NH,Fog,Car,12464,1245,6259,5.23
2022,Karnataka,Urban,SH,Fog,Two-Wheeler,2580,216,1286,8.11
2010,Jharkhand,Urban,NH,Rainy,Truck,16943,2305,11235,7.78
2021,West Bengal,Rural,Rural,Fog,Bus,19169,1986,13414,5.77
2019,Tamil Nadu,Rural,SH,Fog,Bus,22665,3012,13990,7.34
2023,Arunachal Pradesh,Urban,NH,Fog,Bus,773,57,617,7.18
2011,Odisha,Rural,NH,Rainy,Car,20559,2030,12128,5.77
2020,Maharashtra,Rural,NH,Rainy,Truck,11536,995,8878,8.98
2018,Arunachal Pradesh,Urban,SH,Rainy,Bus,5602,375,2827,7.08
2010,Rajasthan,Rural,NH,Fog,Truck,24712,3416,19707,8.46
2013,Maharashtra,Urban,Rural,Rainy,Truck,9129,1123,6479,6.49
2018,Himachal Pradesh,Rural,NH,Fog,Truck,1384,124,583,6.28
2019,Kerala,Urban,SH,Fog,Bus,18976,1711,8840,5.47
2024,West Bengal,Rural,NH,Clear,Bus,16744,2119,12453,5.63
2010,Himachal Pradesh,Rural,City,Fog,Two-Wheeler,24280,2758,17082,7.36
2016,Delhi,Urban,Rural,Fog,Two-Wheeler,24330,2433,12390,5.82
2023,Punjab,Urban,Rural,Clear,Truck,2082,117,957,8.14
2024,Gujarat,Urban,City,Clear,Truck,3350,173,2325,5.49
2013,Kerala,Urban,NH,Rainy,Truck,8329,743,4036,5.59
2024,West Bengal,Urban,City,Fog,Truck,20167,1707,14078,7.21
2015,Bihar,Urban,NH,Fog,Truck,770,40,320,6.31
2016,Bihar,Urban,City,Clear,Truck,23126,1662,17516,6.08
2021,Rajasthan,Urban,NH,Clear,Car,1340,175,656,9.07
2011,Assam,Rural,Rural,Rainy,Two-Wheeler,14606,737,8185,9.38
2020,Odisha,Rural,Rural,Rainy,Car,14869,1309,11277,8.66
2010,Uttarakhand,Urban,SH,Fog,Bus,20213,1993,13597,5.14
2021,Madhya Pradesh,Urban,City,Clear,Bus,10788,743,6603,5.27
2010,Himachal Pradesh,Rural,NH,Clear,Car,18260,1676,9324,9.37
2023,Madhya Pradesh,Rural,City,Fog,Car,14589,1362,9843,7.46
2018,Telangana,Rural,NH,Fog,Car,20976,1313,13109,7.9
2022,Telangana,Rural,NH,Rainy,Bus,825,112,573,7.44
2012,Gujarat,Rural,City,Clear,Bus,23248,3466,14810,6.75
2013,Bihar,Urban,City,Rainy,Truck,10296,1020,6003,6.26
2012,Punjab,Urban,NH,Clear,Truck,8791,1228,6938,7.29
2024,Kerala,Urban,NH,Fog,Truck,7400,416,4652,7.35
2016,Punjab,Urban,SH,Clear,Bus,19419,2015,10681,6.89
2016,Uttarakhand,Urban,City,Clear,Two-Wheeler,12165,1545,7723,7.76
2024,Uttar Pradesh,Rural,City,Clear,Car,6684,999,5180,8.08
2015,Telangana,Rural,Rural,Rainy,Truck,10489,875,7001,9.03
2014,Uttarakhand,Rural,SH,Fog,Two-Wheeler,12369,1807,6406,6.54
2022,Odisha,Rural,City,Clear,Truck,23149,1990,17067,5.26
2011,Gujarat,Rural,NH,Fog,Truck,6826,807,3604,9.02
2012,Tamil Nadu,Rural,City,Fog,Two-Wheeler,2304,173,1422,9.03
2015,Bihar,Urban,Rural,Fog,Car,16947,1600,12345,5.91
2011,Rajasthan,Rural,NH,Clear,Bus,21220,1231,11452,5.99
2014,Karnataka,Urban,NH,Fog,Two-Wheeler,17694,1665,11716,5.95
2012,Rajasthan,Rural,SH,Rainy,Two-Wheeler,13523,983,7599,6.04
2023,Uttarakhand,Rural,NH,Clear,Truck,7938,1089,5955,6.77
2024,Odisha,Urban,Rural,Fog,Truck,12352,958,8465,6.85
2013,Arunachal Pradesh,Urban,NH,Rainy,Bus,23415,2995,16557,6.86
2014,Maharashtra,Rural,Rural,Rainy,Car,22797,2285,10634,8.64
2022,Bihar,Rural,SH,Fog,Truck,21972,2471,13137,9.32
2023,Haryana,Rural,SH,Clear,Car,24170,3407,18660,7.63
2020,Andhra Pradesh,Urban,City,Clear,Truck,693,91,533,9.0
2024,Uttar Pradesh,Urban,SH,Clear,Truck,18816,1849,8241,7.62
2013,Karnataka,Urban,NH,Rainy,Bus,8602,1086,4111,6.77
2010,West Bengal,Urban,SH,Rainy,Truck,864,62,426,8.39
2020,Telangana,Rural,Rural,Rainy,Truck,16545,2364,12286,7.48
2014,Himachal Pradesh,Rural,Rural,Rainy,Bus,8436,1158,5647,6.97
2012,Haryana,Rural,City,Rainy,Bus,10864,986,7439,8.93
2011,Gujarat,Urban,City,Rainy,Two-Wheeler,6391,533,3286,5.88
2011,Odisha,Urban,NH,Rainy,Car,16042,1854,10460,8.96
2010,Jharkhand,Rural,City,Fog,Truck,23824,3303,12270,6.26
2011,Chhattisgarh,Rural,SH,Rainy,Car,23493,2036,18629,6.16
2015,Tamil Nadu,Rural,Rural,Rainy,Two-Wheeler,21932,2523,16385,6.3
2015,Jharkhand,Rural,Rural,Clear,Bus,15743,2138,7031,6.42
2021,Rajasthan,Urban,SH,Rainy,Truck,23178,2784,11097,6.85
2020,Uttar Pradesh,Rural,Rural,Rainy,Car,2372,333,1437,5.99
2016,Gujarat,Urban,SH,Fog,Car,875,60,398,8.13
2023,Maharashtra,Rural,Rural,Clear,Car,18943,2230,13140,6.43
2017,Assam,Urban,Rural,Clear,Two-Wheeler,4162,442,2239,5.67
2021,Haryana,Rural,NH,Rainy,Truck,15888,829,9067,8.86
2012,Andhra Pradesh,Urban,SH,Fog,Bus,19484,2745,11889,8.68
2016,Madhya Pradesh,Rural,City,Fog,Car,12747,1893,9913,8.31
2017,Goa,Urban,NH,Clear,Car,17357,1386,10725,6.01
2017,Karnataka,Urban,City,Fog,Car,6826,492,4044,5.6
2014,Haryana,Rural,SH,Fog,Two-Wheeler,18096,2466,12612,7.52
2013,West Bengal,Rural,Rural,Clear,Car,7045,870,3164,9.24
2020,Delhi,Rural,NH,Clear,Two-Wheeler,20252,1753,13053,8.84
2014,Arunachal Pradesh,Rural,NH,Fog,Two-Wheeler,18462,2241,13195,8.69
2020,Goa,Urban,SH,Rainy,Car,22083,1321,15765,9.31
2017,Uttar Pradesh,Rural,NH,Fog,Truck,959,63,699,7.97
2013,Jharkhand,Rural,NH,Rainy,Two-Wheeler,18051,1278,13671,8.81
2012,Kerala,Urban,SH,Rainy,Truck,11622,1291,6739,6.94
2016,Telangana,Urban,NH,Clear,Two-Wheeler,20160,1725,13703,5.74
2013,Punjab,Rural,SH,Rainy,Car,10846,742,4958,9.27
2011,Rajasthan,Rural,NH,Clear,Bus,1555,188,640,6.89
2013,Goa,Urban,City,Fog,Truck,11900,1475,9174,7.24
2016,Kerala,Urban,Rural,Rainy,Bus,19610,1567,11624,6.53
2021,Odisha,Rural,SH,Fog,Bus,3154,454,1947,7.49
2020,Odisha,Urban,Rural,Clear,Car,2753,295,1125,6.65
2012,Andhra Pradesh,Urban,SH,Clear,Two-Wheeler,20551,2933,14639,7.34
2013,Gujarat,Urban,City,Rainy,Car,14100,1894,10142,6.25
2018,Karnataka,Rural,NH,Rainy,Car,13660,871,8553,8.3
2014,Telangana,Urban,NH,Rainy,Bus,9050,533,3893,5.69
2020,Chhattisgarh,Rural,SH,Rainy,Car,10628,1491,4586,5.65
2023,Odisha,Urban,NH,Fog,Car,6641,583,3844,6.41
2022,Jharkhand,Urban,Rural,Fog,Two-Wheeler,21825,2987,14428,6.69
2019,Rajasthan,Urban,Rural,Clear,Bus,11180,908,7795,9.43
2010,Haryana,Urban,SH,Rainy,Car,12045,1637,8418,8.88
2016,Delhi,Urban,SH,Clear,Truck,17083,2469,12822,7.27
2010,Chhattisgarh,Urban,City,Fog,Bus,1983,193,1284,9.25
2012,Bihar,Rural,SH,Rainy,Truck,23826,2496,18006,9.14
2014,Telangana,Rural,City,Rainy,Bus,24446,1360,13621,5.72
2013,Goa,Urban,SH,Fog,Two-Wheeler,775,72,362,7.91
2023,Gujarat,Urban,City,Clear,Truck,16516,1240,10306,6.24
2017,Assam,Rural,NH,Clear,Bus,864,46,656,5.36
2014,Maharashtra,Urban,Rural,Rainy,Car,17528,1802,13954,8.08
2014,Himachal Pradesh,Urban,SH,Rainy,Bus,15663,2017,8333,7.8
2018,Rajasthan,Rural,City,Fog,Two-Wheeler,5506,597,3615,6.64
2019,West Bengal,Urban,Rural,Fog,Truck,3570,283,2413,9.08
2014,West Bengal,Rural,City,Fog,Car,12290,1075,5355,8.15
2012,Telangana,Urban,City,Clear,Two-Wheeler,8860,834,6136,5.39
2014,West Bengal,Rural,SH,Rainy,Two-Wheeler,22408,3096,11984,8.47
2020,Goa,Rural,City,Clear,Two-Wheeler,4631,452,3558,6.74
2014,Telangana,Rural,City,Rainy,Two-Wheeler,4552,556,3194,7.89
2016,Himachal Pradesh,Urban,Rural,Clear,Bus,10090,1092,5397,7.73
2010,Gujarat,Rural,NH,Fog,Two-Wheeler,23577,3443,16284,6.24
2024,Goa,Urban,City,Clear,Bus,2423,189,1200,6.42
2016,Tamil Nadu,Urban,Rural,Fog,Truck,15466,1264,7295,8.8
2017,Uttarakhand,Rural,SH,Fog,Two-Wheeler,17003,962,7184,8.83
2017,Punjab,Urban,City,Clear,Two-Wheeler,24074,2585,14610,7.24
2018,Maharashtra,Rural,City,Rainy,Two-Wheeler,12916,666,8676,7.63
